memset = .init:0x80003100; // type:function size:0x30 scope:global
cos = .text:0x80011D24; // type:function size:0xD4
floor = .text:0x80011DF8; // type:function size:0x148
frexp = .text:0x80011F40; // type:function size:0x8C
ldexp = .text:0x80011FCC; // type:function size:0x1C4
modf = .text:0x80012190; // type:function size:0xFC
nextafter = .text:0x8001228C; // type:function size:0x184
sin = .text:0x80012410; // type:function size:0xD8
tan = .text:0x800124E8; // type:function size:0x78
acos = .text:0x80012560; // type:function size:0x20
asin = .text:0x80012580; // type:function size:0x20
atan2 = .text:0x800125A0; // type:function size:0x20
log = .text:0x800125C0; // type:function size:0x20
log10 = .text:0x800125E0; // type:function size:0x20
pow = .text:0x80012600; // type:function size:0x20
modff__FfPf = .text:0x80012620; // type:function size:0x130
sqrtf__Ff = .text:0x80012750; // type:function size:0x64
floorf = .text:0x800127B4; // type:function size:0x24
powf = .text:0x800127D8; // type:function size:0x24
fabsf = .text:0x800127FC; // type:function size:0xC
tanf = .text:0x80012808; // type:function size:0x24
sinf = .text:0x8001282C; // type:function size:0x24
cosf = .text:0x80012850; // type:function size:0x24
atanf = .text:0x80012874; // type:function size:0x24
acosf = .text:0x80012898; // type:function size:0x24
TRKNubMainLoop = .text:0x800128BC; // type:function size:0xF8 scope:global
TRKDestructEvent = .text:0x800129B4; // type:function size:0x24 scope:global
TRKConstructEvent = .text:0x800129D8; // type:function size:0x18
TRKPostEvent = .text:0x800129F0; // type:function size:0xE0
TRKGetNextEvent = .text:0x80012AD0; // type:function size:0xB4 scope:global
TRKInitializeEventQueue = .text:0x80012B84; // type:function size:0x58 scope:global
TRKNubWelcome = .text:0x80012BDC; // type:function size:0x28 scope:global
TRKTerminateNub = .text:0x80012C04; // type:function size:0x24 scope:global
TRKInitializeNub = .text:0x80012C28; // type:function size:0x134 scope:global
TRKMessageSend = .text:0x80012D5C; // type:function size:0x1DC
TRKReadBuffer_ui32 = .text:0x80012F38; // type:function size:0xF0
TRKReadBuffer_ui8 = .text:0x80013028; // type:function size:0x98
TRKReadBuffer1_ui64 = .text:0x800130C0; // type:function size:0xE8
TRKReadBuffer1_ui32 = .text:0x800131A8; // type:function size:0xC8
TRKReadBuffer1_ui16 = .text:0x80013270; // type:function size:0xB8
TRKReadBuffer1_ui8 = .text:0x80013328; // type:function size:0x80
TRKAppendBuffer_ui32 = .text:0x800133A8; // type:function size:0xA8
TRKAppendBuffer_ui8 = .text:0x80013450; // type:function size:0x68
TRKAppendBuffer1_ui64 = .text:0x800134B8; // type:function size:0x88
TRKAppendBuffer1_ui32 = .text:0x80013540; // type:function size:0x64
TRKAppendBuffer1_ui16 = .text:0x800135A4; // type:function size:0x54
TRKReadBuffer = .text:0x800135F8; // type:function size:0x8C
TRKAppendBuffer = .text:0x80013684; // type:function size:0xA4
TRKSetBufferPosition = .text:0x80013728; // type:function size:0x30
TRKResetBuffer = .text:0x80013758; // type:function size:0x40
TRKReleaseBuffer = .text:0x80013798; // type:function size:0x64
TRKGetBuffer = .text:0x800137FC; // type:function size:0x2C scope:global
TRKGetFreeBuffer = .text:0x80013828; // type:function size:0xC8
TRKInitializeMessageBuffers = .text:0x800138F0; // type:function size:0x74 scope:global
TRKTerminateSerialHandler = .text:0x80013964; // type:function size:0x8
TRKInitializeSerialHandler = .text:0x8001396C; // type:function size:0x24 scope:global
TRKProcessInput = .text:0x80013990; // type:function size:0x50
TRKGetInput = .text:0x800139E0; // type:function size:0x98 scope:global
TRKTestForPacket = .text:0x80013A78; // type:function size:0x2B8
usr_put_initialize = .text:0x80013D30; // type:function size:0x4 scope:global
usr_puts_serial = .text:0x80013D34; // type:function size:0x88
TRKDispatchMessage = .text:0x80013DBC; // type:function size:0x84 scope:global
TRKInitializeDispatcher = .text:0x80013E40; // type:function size:0x18 scope:global
TRKDoSetOption = .text:0x80013E58; // type:function size:0x1A4
TRKDoStop = .text:0x80013FFC; // type:function size:0x100
TRKDoStep = .text:0x800140FC; // type:function size:0x530
TRKDoContinue = .text:0x8001462C; // type:function size:0x154
TRKDoFlushCache = .text:0x80014780; // type:function size:0x2F8
TRKDoWriteRegisters = .text:0x80014A78; // type:function size:0x3C8
TRKDoReadRegisters = .text:0x80014E40; // type:function size:0x3CC
TRKDoWriteMemory = .text:0x8001520C; // type:function size:0x420
TRKDoReadMemory = .text:0x8001562C; // type:function size:0x410
TRKDoCPUType = .text:0x80015A3C; // type:function size:0x398
TRKDoSupportMask = .text:0x80015DD4; // type:function size:0x230
TRKDoVersions = .text:0x80016004; // type:function size:0x2D8
TRKDoReset = .text:0x800162DC; // type:function size:0xB8
TRKDoDisconnect = .text:0x80016394; // type:function size:0xE4
TRKDoConnect = .text:0x80016478; // type:function size:0xBC
TRKDoUnsupported = .text:0x80016534; // type:function size:0xB0
TRKStandardACK = .text:0x800165E4; // type:function size:0xB8
SetTRKConnected = .text:0x8001669C; // type:function size:0xC
GetTRKConnected = .text:0x800166A8; // type:function size:0x10
HandlePositionFileSupportRequest = .text:0x800166B8; // type:function size:0x190
HandleCloseFileSupportRequest = .text:0x80016848; // type:function size:0x120
HandleOpenFileSupportRequest = .text:0x80016968; // type:function size:0x1A8
TRKRequestSend = .text:0x80016B10; // type:function size:0x1A4
TRKSuppAccessFile = .text:0x80016CB4; // type:function size:0x2C4
TRKReleaseMutex = .text:0x80016F78; // type:function size:0x8
TRKAcquireMutex = .text:0x80016F80; // type:function size:0x8
TRKInitializeMutex = .text:0x80016F88; // type:function size:0x8
TRKDoNotifyStopped = .text:0x80016F90; // type:function size:0xD8
TRK_flush_cache = .text:0x80017068; // type:function size:0x38
TRK_fill_mem = .text:0x800170A0; // type:function size:0xBC
__TRK_get_MSR = .text:0x8001715C; // type:function size:0x8
__TRK_set_MSR = .text:0x80017164; // type:function size:0x8
TRK_ppc_memcpy = .text:0x8001716C; // type:function size:0x3C
TRKInterruptHandler = .text:0x800171A8; // type:function size:0x194 scope:global
TRKExceptionHandler = .text:0x8001733C; // type:function size:0x9C scope:global
TRKSwapAndGo = .text:0x800173D8; // type:function size:0xC4 scope:global
TRKInterruptHandlerEnableInterrupts = .text:0x8001749C; // type:function size:0x54 scope:global
TRKTargetSetInputPendingPtr = .text:0x800174F0; // type:function size:0x10 scope:global
TRKPPCAccessFPRegister = .text:0x80017500; // type:function size:0x21C
TRKTargetStop = .text:0x8001771C; // type:function size:0x18
TRKTargetSetStopped = .text:0x80017734; // type:function size:0x10 scope:global
TRKTargetStopped = .text:0x80017744; // type:function size:0x10 scope:global
TRKTargetFlushCache = .text:0x80017754; // type:function size:0x3C
TRKTargetSupportRequest = .text:0x80017790; // type:function size:0x208 scope:global
TRKTargetGetPC = .text:0x80017998; // type:function size:0x10
TRKTargetStepOutOfRange = .text:0x800179A8; // type:function size:0x7C
TRKTargetSingleStep = .text:0x80017A24; // type:function size:0x6C
TRKTargetAddExceptionInfo = .text:0x80017A90; // type:function size:0xAC
TRKTargetAddStopInfo = .text:0x80017B3C; // type:function size:0x124
TRKTargetInterrupt = .text:0x80017C60; // type:function size:0x15C scope:global
TRKPostInterruptEvent = .text:0x80017DBC; // type:function size:0xC0 scope:global
TRKTargetCPUType = .text:0x80017E7C; // type:function size:0x60
TRKTargetSupportMask = .text:0x80017EDC; // type:function size:0xA4
TRKTargetVersions = .text:0x80017F80; // type:function size:0x24
TRKTargetAccessExtended2 = .text:0x80017FA4; // type:function size:0x438
TRKTargetAccessExtended1 = .text:0x800183DC; // type:function size:0x170
TRKTargetAccessFP = .text:0x8001854C; // type:function size:0x13C
TRKTargetAccessDefault = .text:0x80018688; // type:function size:0xF4
TRKTargetAccessMemory = .text:0x8001877C; // type:function size:0x14C
TRKValidMemory32 = .text:0x800188C8; // type:function size:0x124
TRKAccessFile = .text:0x800189F0; // type:function size:0x8
TRKOpenFile = .text:0x800189F8; // type:function size:0x8
TRKCloseFile = .text:0x80018A00; // type:function size:0x8
TRKPositionFile = .text:0x80018A08; // type:function size:0x8
InitMetroTRK = .text:0x80018A10; // type:function size:0x94 scope:global
TRKInitializeTarget = .text:0x80018AA4; // type:function size:0x4C scope:global
TRKTargetTranslate = .text:0x80018AF0; // type:function size:0x40
EnableMetroTRKInterrupts = .text:0x80018B30; // type:function size:0x20 scope:global
TRKSaveExtended1Block = .text:0x80018B50; // type:function size:0x1B8 scope:global
TRKRestoreExtended1Block = .text:0x80018D08; // type:function size:0x1B8 scope:global
TRKTargetCPUMinorType = .text:0x80018EC0; // type:function size:0x8
TRK_main = .text:0x80018EC8; // type:function size:0x44 scope:global
TRKLoadContext = .text:0x80018F0C; // type:function size:0x88 scope:global
TRKUARTInterruptHandler = .text:0x80018F94; // type:function size:0x4 scope:global
TRK_board_display = .text:0x80018F98; // type:function size:0x24 scope:global
UnreserveEXI2Port = .text:0x80018FBC; // type:function size:0x30 scope:global
ReserveEXI2Port = .text:0x80018FEC; // type:function size:0x30 scope:global
TRKReadUARTPoll = .text:0x8001901C; // type:function size:0xF0
WriteUART1 = .text:0x8001910C; // type:function size:0x28
WriteUARTFlush = .text:0x80019134; // type:function size:0xE0
EnableEXI2Interrupts = .text:0x80019214; // type:function size:0x30
TRKInitializeIntDrivenUART = .text:0x80019244; // type:function size:0x3C scope:global
InitMetroTRKCommTable = .text:0x80019280; // type:function size:0x100 scope:global
TRKEXICallBack = .text:0x80019380; // type:function size:0x38 scope:global
TRKTargetContinue = .text:0x800193B8; // type:function size:0x34 scope:global
GetUseSerialIO = .text:0x800193EC; // type:function size:0x10
SetUseSerialIO = .text:0x800193FC; // type:function size:0xC
__TRK_write_console = .text:0x80019408; // type:function size:0xBC
__read_console = .text:0x800194C4; // type:function size:0xBC
AIRegisterDMACallback = .text:0x80019580; // type:function size:0x44
AIInitDMA = .text:0x800195C4; // type:function size:0x88
AIStartDMA = .text:0x8001964C; // type:function size:0x18
AISetStreamPlayState = .text:0x80019664; // type:function size:0xD8
AIGetStreamPlayState = .text:0x8001973C; // type:function size:0x10
AISetDSPSampleRate = .text:0x8001974C; // type:function size:0xE0
AIGetDSPSampleRate = .text:0x8001982C; // type:function size:0x14
__AI_set_stream_sample_rate = .text:0x80019840; // type:function size:0xD4
AIGetStreamSampleRate = .text:0x80019914; // type:function size:0x10
AISetStreamVolLeft = .text:0x80019924; // type:function size:0x1C
AIGetStreamVolLeft = .text:0x80019940; // type:function size:0x10
AISetStreamVolRight = .text:0x80019950; // type:function size:0x1C
AIGetStreamVolRight = .text:0x8001996C; // type:function size:0x10
AIInit = .text:0x8001997C; // type:function size:0x16C
__AISHandler = .text:0x80019AE8; // type:function size:0x7C
__AIDHandler = .text:0x80019B64; // type:function size:0xAC
__AICallbackStackSwitch = .text:0x80019C10; // type:function size:0x58
__AI_SRC_INIT = .text:0x80019C68; // type:function size:0x1E4
EXI2_Init = .text:0x80019E4C; // type:function size:0x4 scope:global
EXI2_EnableInterrupts = .text:0x80019E50; // type:function size:0x4 scope:global
EXI2_Poll = .text:0x80019E54; // type:function size:0x8 scope:global
EXI2_ReadN = .text:0x80019E5C; // type:function size:0x8 scope:global
EXI2_WriteN = .text:0x80019E64; // type:function size:0x8 scope:global
EXI2_Reserve = .text:0x80019E6C; // type:function size:0x4 scope:global
EXI2_Unreserve = .text:0x80019E70; // type:function size:0x4 scope:global
AMC_IsStub = .text:0x80019E74; // type:function size:0x8 scope:global
ARRegisterDMACallback = .text:0x80019E7C; // type:function size:0x44
ARStartDMA = .text:0x80019EC0; // type:function size:0xF0
ARAlloc = .text:0x80019FB0; // type:function size:0x68
ARFree = .text:0x8001A018; // type:function size:0x74
ARInit = .text:0x8001A08C; // type:function size:0xC4
__ARHandler = .text:0x8001A150; // type:function size:0x78
__ARChecksize = .text:0x8001A1C8; // type:function size:0x17F4
__ARQServiceQueueLo = .text:0x8001B9BC; // type:function size:0x100
__ARQCallbackHack = .text:0x8001BABC; // type:function size:0x4
__ARQInterruptServiceRoutine = .text:0x8001BAC0; // type:function size:0xCC
ARQInit = .text:0x8001BB8C; // type:function size:0x70
ARQPostRequest = .text:0x8001BBFC; // type:function size:0x15C
AXInit = .text:0x8001BD58; // type:function size:0x3C
__AXGetStackHead = .text:0x8001BD94; // type:function size:0x18
__AXServiceCallbackStack = .text:0x8001BDAC; // type:function size:0x74
__AXAllocInit = .text:0x8001BE20; // type:function size:0xB4
__AXPushFreeStack = .text:0x8001BED4; // type:function size:0x20
__AXPushCallbackStack = .text:0x8001BEF4; // type:function size:0x10
__AXPopCallbackStack = .text:0x8001BF04; // type:function size:0x1C
__AXRemoveFromStack = .text:0x8001BF20; // type:function size:0x94
AXFreeVoice = .text:0x8001BFB4; // type:function size:0x80
AXAcquireVoice = .text:0x8001C034; // type:function size:0x174
__AXAuxInit = .text:0x8001C1A8; // type:function size:0xE4
__AXGetAuxAInput = .text:0x8001C28C; // type:function size:0x34
__AXGetAuxAInputDpl2 = .text:0x8001C2C0; // type:function size:0x20
__AXGetAuxAOutput = .text:0x8001C2E0; // type:function size:0x1C
__AXGetAuxAOutputDpl2R = .text:0x8001C2FC; // type:function size:0x20
__AXGetAuxAOutputDpl2Ls = .text:0x8001C31C; // type:function size:0x20
__AXGetAuxAOutputDpl2Rs = .text:0x8001C33C; // type:function size:0x20
__AXGetAuxBInput = .text:0x8001C35C; // type:function size:0x34
__AXGetAuxBOutput = .text:0x8001C390; // type:function size:0x1C
__AXGetAuxBForDPL2 = .text:0x8001C3AC; // type:function size:0x1C
__AXGetAuxBOutputDPL2 = .text:0x8001C3C8; // type:function size:0x1C
__AXProcessAux = .text:0x8001C3E4; // type:function size:0x23C
AXRegisterAuxACallback = .text:0x8001C620; // type:function size:0xC
AXRegisterAuxBCallback = .text:0x8001C62C; // type:function size:0xC
__AXGetCommandListCycles = .text:0x8001C638; // type:function size:0x8
__AXGetCommandListAddress = .text:0x8001C640; // type:function size:0x3C
__AXNextFrame = .text:0x8001C67C; // type:function size:0x6B0
__AXClInit = .text:0x8001CD2C; // type:function size:0x24
AXSetMode = .text:0x8001CD50; // type:function size:0x14
__AXOutNewFrame = .text:0x8001CD64; // type:function size:0x188
__AXOutAiCallback = .text:0x8001CEEC; // type:function size:0x68
__AXDSPInitCallback = .text:0x8001CF54; // type:function size:0xC
__AXDSPResumeCallback = .text:0x8001CF60; // type:function size:0x58
__AXDSPDoneCallback = .text:0x8001CFB8; // type:function size:0x2C
__AXOutInitDSP = .text:0x8001CFE4; // type:function size:0xCC
__AXOutInit = .text:0x8001D0B0; // type:function size:0x340
AXRegisterCallback = .text:0x8001D3F0; // type:function size:0x8
__AXGetStudio = .text:0x8001D3F8; // type:function size:0xC
__AXPrintStudio = .text:0x8001D404; // type:function size:0x3F8
__AXSPBInit = .text:0x8001D7FC; // type:function size:0x2C
__AXDepopVoice = .text:0x8001D828; // type:function size:0x94
__AXGetNumVoices = .text:0x8001D8BC; // type:function size:0x8
__AXServiceVPB = .text:0x8001D8C4; // type:function size:0x708
__AXSyncPBs = .text:0x8001DFCC; // type:function size:0x268
__AXGetPBs = .text:0x8001E234; // type:function size:0xC
__AXSetPBDefault = .text:0x8001E240; // type:function size:0x3C
__AXVPBInit = .text:0x8001E27C; // type:function size:0x1FC
AXSetVoiceSrcType = .text:0x8001E478; // type:function size:0xC4
AXSetVoiceState = .text:0x8001E53C; // type:function size:0x5C
AXSetVoiceMix = .text:0x8001E598; // type:function size:0x254
AXSetVoiceAddr = .text:0x8001E7EC; // type:function size:0x110
AXSetVoiceAdpcm = .text:0x8001E8FC; // type:function size:0xA4
AXSetVoiceSrc = .text:0x8001E9A0; // type:function size:0x98
AXSetVoiceSrcRatio = .text:0x8001EA38; // type:function size:0x98
AXSetVoiceAdpcmLoop = .text:0x8001EAD0; // type:function size:0x6C
__AXGetCurrentProfile = .text:0x8001EB3C; // type:function size:0x48
ReverbHICreate = .text:0x8001EB84; // type:function size:0x4EC
DoCrossTalk = .text:0x8001F070; // type:function size:0x190
HandleReverb = .text:0x8001F200; // type:function size:0x50C scope:local
AXFXReverbHiInit = .text:0x8001F70C; // type:function size:0x70
AXFXReverbHiCallback = .text:0x8001F77C; // type:function size:0x104
ReverbSTDCreate = .text:0x8001F880; // type:function size:0x40C
